image_path,rel_path,split,label,spoof_type,illumination,environment,source_dataset,source_split
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQM2200HD_REDMIN3P_id48_s0_105.png,LCC_FASD_development/spoof/YOUTUBE_BQM2200HD_REDMIN3P_id48_s0_105.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQM2200HD_REDMIN3P_id48_s0_120.png,LCC_FASD_development/spoof/YOUTUBE_BQM2200HD_REDMIN3P_id48_s0_120.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQM2200HD_REDMIN3P_id48_s0_135.png,LCC_FASD_development/spoof/YOUTUBE_BQM2200HD_REDMIN3P_id48_s0_135.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQM2200HD_REDMIN3P_id48_s0_15.png,LCC_FASD_development/spoof/YOUTUBE_BQM2200HD_REDMIN3P_id48_s0_15.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQM2200HD_REDMIN3P_id48_s0_150.png,LCC_FASD_development/spoof/YOUTUBE_BQM2200HD_REDMIN3P_id48_s0_150.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQM2200HD_REDMIN3P_id48_s0_30.png,LCC_FASD_development/spoof/YOUTUBE_BQM2200HD_REDMIN3P_id48_s0_30.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQM2200HD_REDMIN3P_id48_s0_45.png,LCC_FASD_development/spoof/YOUTUBE_BQM2200HD_REDMIN3P_id48_s0_45.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQM2200HD_REDMIN3P_id48_s0_60.png,LCC_FASD_development/spoof/YOUTUBE_BQM2200HD_REDMIN3P_id48_s0_60.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQM2200HD_REDMIN3P_id48_s0_75.png,LCC_FASD_development/spoof/YOUTUBE_BQM2200HD_REDMIN3P_id48_s0_75.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQM2200HD_REDMIN3P_id48_s0_90.png,LCC_FASD_development/spoof/YOUTUBE_BQM2200HD_REDMIN3P_id48_s0_90.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQVW2245_NEXUS5_id39_s1_100.png,LCC_FASD_development/spoof/YOUTUBE_BQVW2245_NEXUS5_id39_s1_100.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQVW2245_NEXUS5_id39_s1_115.png,LCC_FASD_development/spoof/YOUTUBE_BQVW2245_NEXUS5_id39_s1_115.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQVW2245_NEXUS5_id39_s1_130.png,LCC_FASD_development/spoof/YOUTUBE_BQVW2245_NEXUS5_id39_s1_130.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQVW2245_NEXUS5_id39_s1_15.png,LCC_FASD_development/spoof/YOUTUBE_BQVW2245_NEXUS5_id39_s1_15.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQVW2245_NEXUS5_id39_s1_50.png,LCC_FASD_development/spoof/YOUTUBE_BQVW2245_NEXUS5_id39_s1_50.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQVW2245_NEXUS5_id39_s1_65.png,LCC_FASD_development/spoof/YOUTUBE_BQVW2245_NEXUS5_id39_s1_65.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQVW2245_NEXUS5_id39_s1_85.png,LCC_FASD_development/spoof/YOUTUBE_BQVW2245_NEXUS5_id39_s1_85.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQVW2245_NEXUS5_id42_s0_100.png,LCC_FASD_development/spoof/YOUTUBE_BQVW2245_NEXUS5_id42_s0_100.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQVW2245_NEXUS5_id42_s0_115.png,LCC_FASD_development/spoof/YOUTUBE_BQVW2245_NEXUS5_id42_s0_115.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQVW2245_NEXUS5_id42_s0_156.png,LCC_FASD_development/spoof/YOUTUBE_BQVW2245_NEXUS5_id42_s0_156.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQVW2245_NEXUS5_id42_s0_16.png,LCC_FASD_development/spoof/YOUTUBE_BQVW2245_NEXUS5_id42_s0_16.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQVW2245_NEXUS5_id42_s0_171.png,LCC_FASD_development/spoof/YOUTUBE_BQVW2245_NEXUS5_id42_s0_171.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQVW2245_NEXUS5_id42_s0_186.png,LCC_FASD_development/spoof/YOUTUBE_BQVW2245_NEXUS5_id42_s0_186.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQVW2245_NEXUS5_id42_s0_201.png,LCC_FASD_development/spoof/YOUTUBE_BQVW2245_NEXUS5_id42_s0_201.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQVW2245_NEXUS5_id42_s0_216.png,LCC_FASD_development/spoof/YOUTUBE_BQVW2245_NEXUS5_id42_s0_216.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQVW2245_NEXUS5_id42_s0_232.png,LCC_FASD_development/spoof/YOUTUBE_BQVW2245_NEXUS5_id42_s0_232.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQVW2245_NEXUS5_id42_s0_38.png,LCC_FASD_development/spoof/YOUTUBE_BQVW2245_NEXUS5_id42_s0_38.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQXL2420_NEXUS5_id39_s0_15.png,LCC_FASD_development/spoof/YOUTUBE_BQXL2420_NEXUS5_id39_s0_15.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQXL2420_NEXUS5_id39_s0_30.png,LCC_FASD_development/spoof/YOUTUBE_BQXL2420_NEXUS5_id39_s0_30.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQXL2420_NEXUS5_id39_s0_45.png,LCC_FASD_development/spoof/YOUTUBE_BQXL2420_NEXUS5_id39_s0_45.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQXL2420_NEXUS5_id43_s0_116.png,LCC_FASD_development/spoof/YOUTUBE_BQXL2420_NEXUS5_id43_s0_116.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQXL2420_NEXUS5_id43_s0_131.png,LCC_FASD_development/spoof/YOUTUBE_BQXL2420_NEXUS5_id43_s0_131.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQXL2420_NEXUS5_id43_s0_146.png,LCC_FASD_development/spoof/YOUTUBE_BQXL2420_NEXUS5_id43_s0_146.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQXL2420_NEXUS5_id43_s0_15.png,LCC_FASD_development/spoof/YOUTUBE_BQXL2420_NEXUS5_id43_s0_15.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQXL2420_NEXUS5_id43_s0_161.png,LCC_FASD_development/spoof/YOUTUBE_BQXL2420_NEXUS5_id43_s0_161.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQXL2420_NEXUS5_id43_s0_30.png,LCC_FASD_development/spoof/YOUTUBE_BQXL2420_NEXUS5_id43_s0_30.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQXL2420_NEXUS5_id43_s0_45.png,LCC_FASD_development/spoof/YOUTUBE_BQXL2420_NEXUS5_id43_s0_45.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQXL2420_NEXUS5_id43_s0_60.png,LCC_FASD_development/spoof/YOUTUBE_BQXL2420_NEXUS5_id43_s0_60.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQXL2420_NEXUS5_id43_s0_75.png,LCC_FASD_development/spoof/YOUTUBE_BQXL2420_NEXUS5_id43_s0_75.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQXL2420_NEXUS5_id43_s0_90.png,LCC_FASD_development/spoof/YOUTUBE_BQXL2420_NEXUS5_id43_s0_90.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQXL2420_NEXUS5_id43_s1_118.png,LCC_FASD_development/spoof/YOUTUBE_BQXL2420_NEXUS5_id43_s1_118.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQXL2420_NEXUS5_id43_s1_133.png,LCC_FASD_development/spoof/YOUTUBE_BQXL2420_NEXUS5_id43_s1_133.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQXL2420_NEXUS5_id43_s1_148.png,LCC_FASD_development/spoof/YOUTUBE_BQXL2420_NEXUS5_id43_s1_148.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQXL2420_NEXUS5_id43_s1_15.png,LCC_FASD_development/spoof/YOUTUBE_BQXL2420_NEXUS5_id43_s1_15.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQXL2420_NEXUS5_id43_s1_163.png,LCC_FASD_development/spoof/YOUTUBE_BQXL2420_NEXUS5_id43_s1_163.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQXL2420_NEXUS5_id43_s1_36.png,LCC_FASD_development/spoof/YOUTUBE_BQXL2420_NEXUS5_id43_s1_36.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQXL2420_NEXUS5_id43_s1_51.png,LCC_FASD_development/spoof/YOUTUBE_BQXL2420_NEXUS5_id43_s1_51.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQXL2420_NEXUS5_id43_s1_66.png,LCC_FASD_development/spoof/YOUTUBE_BQXL2420_NEXUS5_id43_s1_66.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQXL2420_NEXUS5_id43_s1_92.png,LCC_FASD_development/spoof/YOUTUBE_BQXL2420_NEXUS5_id43_s1_92.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQXL2420_NEXUS5_id48_s1_105.png,LCC_FASD_development/spoof/YOUTUBE_BQXL2420_NEXUS5_id48_s1_105.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQXL2420_NEXUS5_id48_s1_120.png,LCC_FASD_development/spoof/YOUTUBE_BQXL2420_NEXUS5_id48_s1_120.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQXL2420_NEXUS5_id48_s1_135.png,LCC_FASD_development/spoof/YOUTUBE_BQXL2420_NEXUS5_id48_s1_135.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQXL2420_NEXUS5_id48_s1_15.png,LCC_FASD_development/spoof/YOUTUBE_BQXL2420_NEXUS5_id48_s1_15.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQXL2420_NEXUS5_id48_s1_150.png,LCC_FASD_development/spoof/YOUTUBE_BQXL2420_NEXUS5_id48_s1_150.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQXL2420_NEXUS5_id48_s1_30.png,LCC_FASD_development/spoof/YOUTUBE_BQXL2420_NEXUS5_id48_s1_30.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQXL2420_NEXUS5_id48_s1_45.png,LCC_FASD_development/spoof/YOUTUBE_BQXL2420_NEXUS5_id48_s1_45.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQXL2420_NEXUS5_id48_s1_60.png,LCC_FASD_development/spoof/YOUTUBE_BQXL2420_NEXUS5_id48_s1_60.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQXL2420_NEXUS5_id48_s1_75.png,LCC_FASD_development/spoof/YOUTUBE_BQXL2420_NEXUS5_id48_s1_75.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_BQXL2420_NEXUS5_id48_s1_90.png,LCC_FASD_development/spoof/YOUTUBE_BQXL2420_NEXUS5_id48_s1_90.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id39_s0_15.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id39_s0_15.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id39_s0_31.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id39_s0_31.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id39_s0_46.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id39_s0_46.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id39_s0_61.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id39_s0_61.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id43_s0_106.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id43_s0_106.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id43_s0_121.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id43_s0_121.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id43_s0_136.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id43_s0_136.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id43_s0_15.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id43_s0_15.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id43_s0_151.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id43_s0_151.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id43_s0_30.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id43_s0_30.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id43_s0_46.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id43_s0_46.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id43_s0_61.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id43_s0_61.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id43_s0_76.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id43_s0_76.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id43_s0_91.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id43_s0_91.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id43_s1_105.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id43_s1_105.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id43_s1_120.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id43_s1_120.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id43_s1_135.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id43_s1_135.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id43_s1_15.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id43_s1_15.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id43_s1_150.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id43_s1_150.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id43_s1_30.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id43_s1_30.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id43_s1_45.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id43_s1_45.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id43_s1_60.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id43_s1_60.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id43_s1_75.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id43_s1_75.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id43_s1_90.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id43_s1_90.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id48_s1_105.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id48_s1_105.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id48_s1_121.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id48_s1_121.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id48_s1_136.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id48_s1_136.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id48_s1_15.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id48_s1_15.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id48_s1_151.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id48_s1_151.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id48_s1_30.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id48_s1_30.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id48_s1_45.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id48_s1_45.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id48_s1_60.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id48_s1_60.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id48_s1_75.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id48_s1_75.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_C27F591FDI_LGG3D690_id48_s1_90.png,LCC_FASD_development/spoof/YOUTUBE_C27F591FDI_LGG3D690_id48_s1_90.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
D:\Paper2026\Paper-2026\data\evaluation\LCC_FASD_development\spoof\YOUTUBE_DIGUNKNOWN_IPHONE5SF_id39_s1_106.png,LCC_FASD_development/spoof/YOUTUBE_DIGUNKNOWN_IPHONE5SF_id39_s1_106.png,evaluation,1,0,0,0,LCC_FASD,LCC_FASD_development
