image_path,rel_path,split,identity,label,spoof_type,illumination,environment
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9441\spoof\122205.jpg,Data/train/9441/spoof/122205.jpg,train,9441,1,10,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8844\live\418148.jpg,Data/train/8844/live/418148.jpg,train,8844,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8509\spoof\045539.jpg,Data/train/8509/spoof/045539.jpg,train,8509,1,9,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9893\spoof\149031.jpg,Data/train/9893/spoof/149031.jpg,train,9893,1,10,4,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4679\spoof\032898.jpg,Data/train/4679/spoof/032898.jpg,train,4679,1,5,2,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2261\live\487627.jpg,Data/train/2261/live/487627.jpg,train,2261,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2350\live\131693.jpg,Data/train/2350/live/131693.jpg,train,2350,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\263\live\142371.jpg,Data/train/263/live/142371.jpg,train,263,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2573\live\179480.jpg,Data/train/2573/live/179480.jpg,train,2573,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7905\spoof\205033.jpg,Data/train/7905/spoof/205033.jpg,train,7905,1,8,4,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2427\spoof\321526.jpg,Data/train/2427/spoof/321526.jpg,train,2427,1,3,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7069\live\488390.jpg,Data/train/7069/live/488390.jpg,train,7069,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4933\live\275489.jpg,Data/train/4933/live/275489.jpg,train,4933,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3149\live\121782.jpg,Data/train/3149/live/121782.jpg,train,3149,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1425\live\021020.jpg,Data/train/1425/live/021020.jpg,train,1425,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9949\live\223450.jpg,Data/train/9949/live/223450.jpg,train,9949,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8538\live\095230.jpg,Data/train/8538/live/095230.jpg,train,8538,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6524\live\170375.jpg,Data/train/6524/live/170375.jpg,train,6524,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9741\spoof\062634.jpg,Data/train/9741/spoof/062634.jpg,train,9741,1,10,2,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7775\spoof\405713.jpg,Data/train/7775/spoof/405713.jpg,train,7775,1,8,3,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5421\live\074767.jpg,Data/train/5421/live/074767.jpg,train,5421,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8352\spoof\235394.jpg,Data/train/8352/spoof/235394.jpg,train,8352,1,9,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2061\spoof\060692.jpg,Data/train/2061/spoof/060692.jpg,train,2061,1,3,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5142\live\487164.jpg,Data/train/5142/live/487164.jpg,train,5142,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3516\live\273894.jpg,Data/train/3516/live/273894.jpg,train,3516,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8886\spoof\483686.jpg,Data/train/8886/spoof/483686.jpg,train,8886,1,9,4,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7915\live\373719.jpg,Data/train/7915/live/373719.jpg,train,7915,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3762\live\361351.jpg,Data/train/3762/live/361351.jpg,train,3762,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8827\spoof\428046.jpg,Data/train/8827/spoof/428046.jpg,train,8827,1,9,3,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1907\live\033541.jpg,Data/train/1907/live/033541.jpg,train,1907,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6563\live\123809.jpg,Data/train/6563/live/123809.jpg,train,6563,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3528\live\005398.jpg,Data/train/3528/live/005398.jpg,train,3528,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6358\spoof\406052.jpg,Data/train/6358/spoof/406052.jpg,train,6358,1,7,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7011\live\004661.jpg,Data/train/7011/live/004661.jpg,train,7011,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2833\live\385565.jpg,Data/train/2833/live/385565.jpg,train,2833,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8210\spoof\147953.jpg,Data/train/8210/spoof/147953.jpg,train,8210,1,9,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9037\live\197556.jpg,Data/train/9037/live/197556.jpg,train,9037,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9419\spoof\175131.jpg,Data/train/9419/spoof/175131.jpg,train,9419,1,10,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7599\spoof\362883.jpg,Data/train/7599/spoof/362883.jpg,train,7599,1,8,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\760\spoof\247243.jpg,Data/train/760/spoof/247243.jpg,train,760,1,1,1,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1275\spoof\052917.jpg,Data/train/1275/spoof/052917.jpg,train,1275,1,2,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3785\spoof\469585.jpg,Data/train/3785/spoof/469585.jpg,train,3785,1,4,4,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1272\live\384259.jpg,Data/train/1272/live/384259.jpg,train,1272,1,7,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7989\live\068502.jpg,Data/train/7989/live/068502.jpg,train,7989,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9427\spoof\358114.jpg,Data/train/9427/spoof/358114.jpg,train,9427,1,10,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6531\spoof\280377.jpg,Data/train/6531/spoof/280377.jpg,train,6531,1,7,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2285\live\102558.jpg,Data/train/2285/live/102558.jpg,train,2285,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\881\spoof\292889.jpg,Data/train/881/spoof/292889.jpg,train,881,1,1,1,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8615\spoof\387779.jpg,Data/train/8615/spoof/387779.jpg,train,8615,1,9,3,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3060\spoof\032622.jpg,Data/train/3060/spoof/032622.jpg,train,3060,1,3,4,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7359\live\039019.jpg,Data/train/7359/live/039019.jpg,train,7359,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4000\live\115460.jpg,Data/train/4000/live/115460.jpg,train,4000,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1763\spoof\485949.jpg,Data/train/1763/spoof/485949.jpg,train,1763,1,7,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6371\live\147895.jpg,Data/train/6371/live/147895.jpg,train,6371,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3243\live\405928.jpg,Data/train/3243/live/405928.jpg,train,3243,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3525\spoof\144759.jpg,Data/train/3525/spoof/144759.jpg,train,3525,1,4,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5102\live\494381.jpg,Data/train/5102/live/494381.jpg,train,5102,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9366\spoof\407125.jpg,Data/train/9366/spoof/407125.jpg,train,9366,1,10,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6909\live\115527.jpg,Data/train/6909/live/115527.jpg,train,6909,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6422\live\418582.jpg,Data/train/6422/live/418582.jpg,train,6422,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8378\spoof\162484.jpg,Data/train/8378/spoof/162484.jpg,train,8378,1,9,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2812\live\215954.jpg,Data/train/2812/live/215954.jpg,train,2812,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3598\spoof\389716.jpg,Data/train/3598/spoof/389716.jpg,train,3598,1,4,2,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3312\live\090208.jpg,Data/train/3312/live/090208.jpg,train,3312,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3808\spoof\406897.jpg,Data/train/3808/spoof/406897.jpg,train,3808,1,4,4,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4914\live\117607.jpg,Data/train/4914/live/117607.jpg,train,4914,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2146\spoof\384008.jpg,Data/train/2146/spoof/384008.jpg,train,2146,1,3,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6883\spoof\212151.jpg,Data/train/6883/spoof/212151.jpg,train,6883,1,7,4,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9749\spoof\057730.jpg,Data/train/9749/spoof/057730.jpg,train,9749,1,10,2,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1146\live\062329.jpg,Data/train/1146/live/062329.jpg,train,1146,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1292\live\083741.jpg,Data/train/1292/live/083741.jpg,train,1292,1,7,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1153\spoof\013501.jpg,Data/train/1153/spoof/013501.jpg,train,1153,1,2,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4281\live\104104.jpg,Data/train/4281/live/104104.jpg,train,4281,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4152\live\272393.jpg,Data/train/4152/live/272393.jpg,train,4152,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5896\live\097524.jpg,Data/train/5896/live/097524.jpg,train,5896,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9401\live\173165.jpg,Data/train/9401/live/173165.jpg,train,9401,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\10037\spoof\339165.jpg,Data/train/10037/spoof/339165.jpg,train,10037,1,10,1,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4338\live\368162.jpg,Data/train/4338/live/368162.jpg,train,4338,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\896\live\084298.jpg,Data/train/896/live/084298.jpg,train,896,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3052\live\378711.jpg,Data/train/3052/live/378711.jpg,train,3052,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7733\live\040286.jpg,Data/train/7733/live/040286.jpg,train,7733,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4837\live\369135.jpg,Data/train/4837/live/369135.jpg,train,4837,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9013\live\113996.jpg,Data/train/9013/live/113996.jpg,train,9013,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5189\live\439420.jpg,Data/train/5189/live/439420.jpg,train,5189,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7513\live\142217.jpg,Data/train/7513/live/142217.jpg,train,7513,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3467\live\491045.jpg,Data/train/3467/live/491045.jpg,train,3467,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\615\spoof\489132.jpg,Data/train/615/spoof/489132.jpg,train,615,1,1,3,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7219\spoof\448042.jpg,Data/train/7219/spoof/448042.jpg,train,7219,1,8,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2837\live\306633.jpg,Data/train/2837/live/306633.jpg,train,2837,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3594\live\166574.jpg,Data/train/3594/live/166574.jpg,train,3594,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1994\live\467077.jpg,Data/train/1994/live/467077.jpg,train,1994,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7508\live\238273.jpg,Data/train/7508/live/238273.jpg,train,7508,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1176\spoof\125449.jpg,Data/train/1176/spoof/125449.jpg,train,1176,1,2,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6066\spoof\479133.jpg,Data/train/6066/spoof/479133.jpg,train,6066,1,6,2,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1270\spoof\348293.jpg,Data/train/1270/spoof/348293.jpg,train,1270,1,2,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\733\live\134822.jpg,Data/train/733/live/134822.jpg,train,733,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4808\live\291836.jpg,Data/train/4808/live/291836.jpg,train,4808,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9423\spoof\157772.jpg,Data/train/9423/spoof/157772.jpg,train,9423,1,10,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7317\spoof\446302.jpg,Data/train/7317/spoof/446302.jpg,train,7317,1,8,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3676\live\323400.jpg,Data/train/3676/live/323400.jpg,train,3676,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1493\live\409426.jpg,Data/train/1493/live/409426.jpg,train,1493,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\188\live\361226.jpg,Data/train/188/live/361226.jpg,train,188,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1531\live\266250.jpg,Data/train/1531/live/266250.jpg,train,1531,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7196\spoof\133605.jpg,Data/train/7196/spoof/133605.jpg,train,7196,1,8,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\10076\live\305020.jpg,Data/train/10076/live/305020.jpg,train,10076,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8819\spoof\474597.jpg,Data/train/8819/spoof/474597.jpg,train,8819,1,9,3,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9982\live\086061.jpg,Data/train/9982/live/086061.jpg,train,9982,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\987\live\280470.jpg,Data/train/987/live/280470.jpg,train,987,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3277\live\189694.jpg,Data/train/3277/live/189694.jpg,train,3277,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9681\spoof\285774.jpg,Data/train/9681/spoof/285774.jpg,train,9681,1,10,2,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6590\live\375793.jpg,Data/train/6590/live/375793.jpg,train,6590,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1232\spoof\092789.jpg,Data/train/1232/spoof/092789.jpg,train,1232,1,2,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8358\live\151056.jpg,Data/train/8358/live/151056.jpg,train,8358,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3827\spoof\236699.jpg,Data/train/3827/spoof/236699.jpg,train,3827,1,4,4,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6281\live\259252.jpg,Data/train/6281/live/259252.jpg,train,6281,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1383\live\187829.jpg,Data/train/1383/live/187829.jpg,train,1383,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6226\spoof\069673.jpg,Data/train/6226/spoof/069673.jpg,train,6226,1,7,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7126\spoof\080098.jpg,Data/train/7126/spoof/080098.jpg,train,7126,1,7,4,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3698\spoof\331625.jpg,Data/train/3698/spoof/331625.jpg,train,3698,1,4,3,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1707\spoof\059672.jpg,Data/train/1707/spoof/059672.jpg,train,1707,1,2,3,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6058\live\114961.jpg,Data/train/6058/live/114961.jpg,train,6058,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6406\spoof\380051.jpg,Data/train/6406/spoof/380051.jpg,train,6406,1,7,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4133\spoof\138764.jpg,Data/train/4133/spoof/138764.jpg,train,4133,1,5,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7238\live\238072.jpg,Data/train/7238/live/238072.jpg,train,7238,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5149\live\314037.jpg,Data/train/5149/live/314037.jpg,train,5149,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\979\live\036628.jpg,Data/train/979/live/036628.jpg,train,979,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7157\spoof\301228.jpg,Data/train/7157/spoof/301228.jpg,train,7157,1,8,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1029\spoof\363942.jpg,Data/train/1029/spoof/363942.jpg,train,1029,1,2,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\432\spoof\389919.jpg,Data/train/432/spoof/389919.jpg,train,432,1,1,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\314\live\017725.jpg,Data/train/314/live/017725.jpg,train,314,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6385\live\161212.jpg,Data/train/6385/live/161212.jpg,train,6385,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7511\spoof\101409.jpg,Data/train/7511/spoof/101409.jpg,train,7511,1,8,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9579\spoof\121789.jpg,Data/train/9579/spoof/121789.jpg,train,9579,1,10,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7882\spoof\233857.jpg,Data/train/7882/spoof/233857.jpg,train,7882,1,8,4,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5698\live\264845.jpg,Data/train/5698/live/264845.jpg,train,5698,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\92\spoof\222854.jpg,Data/train/92/spoof/222854.jpg,train,92,1,1,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3861\live\400577.jpg,Data/train/3861/live/400577.jpg,train,3861,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9845\live\240218.jpg,Data/train/9845/live/240218.jpg,train,9845,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2772\live\340898.jpg,Data/train/2772/live/340898.jpg,train,2772,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6862\live\489813.jpg,Data/train/6862/live/489813.jpg,train,6862,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\186\live\478366.jpg,Data/train/186/live/478366.jpg,train,186,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7244\live\129681.jpg,Data/train/7244/live/129681.jpg,train,7244,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1381\spoof\106753.jpg,Data/train/1381/spoof/106753.jpg,train,1381,1,2,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5488\spoof\192941.jpg,Data/train/5488/spoof/192941.jpg,train,5488,1,6,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3911\spoof\468083.jpg,Data/train/3911/spoof/468083.jpg,train,3911,1,4,1,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2124\live\457967.jpg,Data/train/2124/live/457967.jpg,train,2124,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3818\live\485189.jpg,Data/train/3818/live/485189.jpg,train,3818,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1950\live\307347.jpg,Data/train/1950/live/307347.jpg,train,1950,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1271\spoof\121691.jpg,Data/train/1271/spoof/121691.jpg,train,1271,1,2,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\10065\spoof\370709.jpg,Data/train/10065/spoof/370709.jpg,train,10065,1,10,1,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2924\live\290260.jpg,Data/train/2924/live/290260.jpg,train,2924,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1400\live\121566.jpg,Data/train/1400/live/121566.jpg,train,1400,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7151\spoof\353019.jpg,Data/train/7151/spoof/353019.jpg,train,7151,1,8,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4908\live\378353.jpg,Data/train/4908/live/378353.jpg,train,4908,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8972\spoof\410235.jpg,Data/train/8972/spoof/410235.jpg,train,8972,1,9,1,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3531\spoof\440179.jpg,Data/train/3531/spoof/440179.jpg,train,3531,1,4,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3951\spoof\052722.jpg,Data/train/3951/spoof/052722.jpg,train,3951,1,4,1,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8597\spoof\247444.jpg,Data/train/8597/spoof/247444.jpg,train,8597,1,9,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3934\live\309134.jpg,Data/train/3934/live/309134.jpg,train,3934,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2849\live\120207.jpg,Data/train/2849/live/120207.jpg,train,2849,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4504\spoof\262994.jpg,Data/train/4504/spoof/262994.jpg,train,4504,1,5,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6096\spoof\355786.jpg,Data/train/6096/spoof/355786.jpg,train,6096,1,6,4,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4428\spoof\045037.jpg,Data/train/4428/spoof/045037.jpg,train,4428,1,5,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1076\live\315011.jpg,Data/train/1076/live/315011.jpg,train,1076,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7402\live\396769.jpg,Data/train/7402/live/396769.jpg,train,7402,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6037\live\279065.jpg,Data/train/6037/live/279065.jpg,train,6037,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6821\spoof\008042.jpg,Data/train/6821/spoof/008042.jpg,train,6821,1,7,4,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8380\live\483687.jpg,Data/train/8380/live/483687.jpg,train,8380,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2519\spoof\017342.jpg,Data/train/2519/spoof/017342.jpg,train,2519,1,3,2,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7109\spoof\125510.jpg,Data/train/7109/spoof/125510.jpg,train,7109,1,7,3,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\61\spoof\066844.jpg,Data/train/61/spoof/066844.jpg,train,61,1,1,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2012\live\073622.jpg,Data/train/2012/live/073622.jpg,train,2012,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1990\spoof\382716.jpg,Data/train/1990/spoof/382716.jpg,train,1990,1,2,2,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8139\live\031053.jpg,Data/train/8139/live/031053.jpg,train,8139,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5022\spoof\140271.jpg,Data/train/5022/spoof/140271.jpg,train,5022,1,5,2,2
